text,intent
12-01-19,date
21:13,0
SH01,0
ZK09,0
T4,0
R000027830,0
OPERATOR,0
TRAINEE,0
CASHIER,0
EXCHANGE,0
ARE,0
ALLOWED,0
WITHIN,0
7,0
DAYS,0
WITH,0
RECEIPT.,0
STRICTLY,0
NO,0
CASH,0
REFUND.,0
TAN,0
WOON,0
YANN,0
YONGFATT,company
ENTERPRISE,company
(JM0517726),0
NO,address
122.124,0
JALAN,address
DEDAP,address
13,address
81100,address
JOHOR,address
BAHRU,address
TEL,0
07-3523888,0
GST,0
ID:,0
000849813504,0
SIMPLIFIED,0
TAX,0
INVOICE,0
CASH,0
DOC,0
NO,address
CS00031663,0
DATE,0
25/12/2018,date
CASHIER,0
USER,0
TIME,0
12,0
31,0
00,0
SALESPERSON,0
REF.,0
ITEM,0
QTY,0
S/PRICE,0
AMOUNT,0
TAX,0
E8318,0
1,0
80.91,0
80.91,0
SR,0
ELEGANT,0
SCHTR,0
BAG,0
15,0
TOTAL,0
QTY,0
1,0
80.91,0
TOTAL,0
SALES,0
(EXCLUDING,0
GST),0
:,0
80.91,0
DISCOUNT,0
:,0
0.00,0
TOTAL,0
GST,0
:,0
0.00,0
ROUNDING,0
-0.01,0
TOTAL,0
SALES,0
(INCLUSIVE,0
OF,0
GST),0
:,0
80.90,total
CASH,0
:,0
100.00,0
CHANGE,0
:,0
19.10,0
GST,0
SUMMARY,0
TAX,0
CODE,0
%,0
AMT,0
(RM),0
TAX,0
(RM),0
SR,0
0,0
80.91,0
0.00,0
TOTAL,0
:,0
80.91,0
0.00,0
GOODS,0
SOLD,0
ARE,0
NOT,0
REFUNDABLE,0
ONLY,0
TAN,0
WOON,0
YANN,0
MR,company
D.I.Y.,company
(M),company
SDN,company
BHD,company
(CO.,0
RFG,0
:,0
860671-D),0
LOT,address
1851-A,address
&,address
1851-B,address
 ,0
JALAN,address
KPB,address
6,address
 ,0
KAWASAN,address
PERINDUSTRIAN,address
BALAKONG,address
 ,0
43300,address
SERI,address
KEMBANGAN,address
 ,0
SELANGOR,address
(TESCO,address
PUTRA,address
NILAI),address
-INVOICE-,0
KILAT,0
AUTO,0
ECO,0
WASH,0
&,address
SHINE,0
ES1000,0
1L,0
WA45,0
/2A,0
-,0
12,0
9555916500133,0
1,0
X,0
3.11,0
3.11,0
KILAT',0
ECO,0
AUTO,0
WASH,0
&WAX,0
EW-1000-1L,0
WA44-A,0
-,0
12,0
9555916500126,0
1,0
X,0
4.62,0
4.62,0
WD40,0
27ML,0
MOO,0
2572,0
WA43-A,0
-,0
24,0
079567600084,0
1,0
X,0
11.23,0
11.23,0
KLEENSO,0
AJAIB,0
99,0
SERAI,0
WANYI,0
900G,0
WDOO,0
-,0
15,0
9555651400385,0
1,0
X,0
7.45,0
7.45,0
HANDKERCHIEF,0
71386#2PCS,0
PI12PJ11-4,0
-,0
6/300,0
9090822,0
1,0
X,0
4.50,0
4.50,0
ITEM,0
(S),0
:,0
5,0
QTY(S),0
:,0
5,0
TOTAL,0
RM,0
30.91,0
ROUNDING,0
ADJUSTMENT,0
RM,0
0.01,0
TOTAL,0
ROUNDED,0
RM,0
30.90,total
CASH,0
RM,0
51.00,0
CHANGE,0
RM,0
20.10,0
18-11-18,date
13,0
:,0
58,0
SH01,0
ZI53,0
T2,0
R000002902,0
UPERATOR,0
TRAINEE,0
CASHIER,0
EXCHANGE,0
ARE,0
ALLOWED,0
WITHIN,0
7,0
DAYS,0
WITH,0
RECEIPT.,0
STRICTLY,0
NO,0
CASH,0
REFUND.,0
TAN,0
CHAY,0
YEE,0
ABC,company
HO,company
TRADING,company
NO.2&4,address
JALAN,address
HARMONI,address
3/2,address
 ,0
TAMAN,address
DESA,address
HARMONI.,address
81100,address
JOHOR,address
BAHRU,address
JOHOR,address
07-355,0
2616,0
CASH,0
BILL,0
:,0
01-143008,0
DATE,0
:,0
09/01/2019,date
8:01:11,0
PM,0
CASHIER,0
:,0
01,0
DESCRIPTION,0
QTY,0
PRICE,0
AMOUNT,0
RM,0
RM,0
PLASTIC,0
2,0
15.50,0
31.00,total
TOTAL,0
:,0
31.00,total
TOTAL,0
AMOUNT:,0
31.00,total
CASH,0
RECEIVED,0
:,0
101.00,0
CHANGE,0
:,0
70.00,0
*GOODS,0
SOLD,0
ARE,0
NON-REFUNDABLE*,0
***THANK,0
YOU***,0
***PLEASE,0
COME,0
AGAIN***,0
TAN,0
CHAY,0
YEE,0
SOON,company
HUAT,company
MACHINERY,company
ENTERPRISE,company
(JM0352019-K),0
NO.53,address
JALAN,address
PUTRA,address
1,address
 ,0
TAMAN,address
SRIPUTRA,0
 ,0
81200,address
JOHOR,address
BAHRU,address
JOHOR,address
TEL,0
:,0
07-5547360,0
/,0
016-7993391,0
FAX,0
:,0
07-5624059,0
SOONHUAT2000@HOTMAIL.COM,0
GST,0
ID,0
:,0
002116837376,0
CASH,0
SALES,0
DOC,0
NO.,0
:,0
CS00004040,0
DATE:,0
11/01/2019,date
CASHIER,0
:,0
USER,0
TIME:,0
09:44:00,0
SALESPERSON,0
:,0
REF.:,0
GOODS,0
SOLD,0
ARE,0
NOT,0
RETURNABLE,0
 ,0
THANK,0
YOU.,0
ITEM,0
QTY,0
S/PRICE,0
S/PRICE,0
AMOUNT,0
TAX,0
1072,0
1,address
80.00,0
80.00,0
80.00,0
REPAIR,0
ENGINE,0
POWER,0
SPRAYER,0
(1UNIT),0
WORKMANSHIP,0
&,0
SERVICE,0
70549,0
1,address
160.00,0
160.00,0
160.00,0
GIANT,0
606,0
OVERFLOW,0
ASSY,0
1071,0
1,address
17.00,0
17.00,0
17.00,0
ENGINE,0
OIL,0
70791,0
1,address
10.00,0
10.00,0
10.00,0
GREASE,0
FOR,0
TOOLS,0
40ML,0
(AKODA),0
70637,0
1,address
6.00,0
6.00,0
6.00,0
EY20,0
PLUG,0
CHAMPION,0
1643,0
1,address
8.00,0
8.00,0
8.00,0
STARTER,0
TALI,0
70197,0
1,address
10.00,0
10.00,0
10.00,0
EY20,0
STARTER,0
HANDLE,0
70561,0
2,0
18.00,0
18.00,0
36.00,0
HD40,0
1L,0
COTIN,0
TOTAL,0
QTY:,0
9,0
327.00,total
TOTAL,0
SALES,0
:,0
327.00,total
DISCOUNT,0
:,0
0.00,0
TOTAL,0
:,0
0.00,0
ROUNDING,0
:,0
0.00,0
TOTAL,0
SALES,0
:,0
327.00,total
CASH,0
:,0
327.00,total
CHANGE,0
:,0
0.00,0
TAN,0
CHAY,0
YEE,0
S.H.H.,company
MOTOR,company
(SUNGAI,company
RENGIT),company
SDN.,company
BHD.,company
(801580-T),0
NO.,address
343,address
 ,0
JALAN,address
KURAU,address
 ,0
SUNGAI,address
RENGIT,address
 ,0
81620,address
PENGERANG,address
 ,0
JOHOR.,address
TEL:,0
07-8263254,0
FAX:,0
07-8266888,0
INVOICE,0
ITEM/DESC.,0
QTY,0
U.PRICE,0
RM(TOTAL),0
4132,0
1,0
20.00,total
20.00,total
CROCS,0
300X17,0
TUBES,0
SUB,0
TOTAL,0
:,0
20.00,total
ROUNDING,0
ADJUSTMENT,0
:,0
0.00,0
GRAND,0
TOTAL,0
:,0
20.00,total
CASH,0
:,0
20.00,total
CHANGE,0
:,0
0.00,0
23-01-2019,date
13:14:15,0
PM,0
 ,0
PRINT,0
BY:,0
ROOT,0
TOKEN,0
NO:,0
0,0
 ,0
STATION,0
ID:,0
A1,0
 ,0
PID:,0
POS,0
INVOICE,0
NO:,0
22497,0
THANKS,0
YOUR,0
SUPPORT,0
PERNIAGAAN,company
ZHENG,company
HUI,company
JM0325955-V,0
NO.59,address
JALAN,address
PERMAS,address
9/5,address
BANDAR,address
BARU,address
PERMAS,address
JAYA,address
81760,address
JOHOR,address
BAHRU,address
TEL,0
:,0
07-386,0
7524,0
FAX,0
:,0
07-386,0
3793,0
GST,0
NO:,0
000800589824,0
SIMPLIFIED,0
TAX,0
INVOICE,0
GOGIANT,0
ENGINEERING,0
(M),0
SDN,0
BHD,0
RECEIPT#:,0
CS00082662,0
SALESPERSON:,0
DATE:,0
12/02/2018,date
CASHIER:,0
USER,0
TIME:08:30:00,0
(RM),0
(RM),0
ITEM,0
QTY,0
RSP,0
AMOUNT,0
8239,0
1,0
15.00,0
15.00,0
SR:,0
11",0
PROWESS,0
H/DUTY,0
SILICONE,0
GUN,0
G-D2,0
9555075109147,0
3,0
7.00,0
21.00,0
SR:,0
XTRASEAL,0
RTV,0
ACETIC,0
SILICONE,0
SA-107,0
9744,0
1,0
18.00,0
18.00,0
SR:,0
CENTRAL,0
PUNCH,0
SET,0
3PCS,0
-,0
1/4",0
5/32".1/4",0
12525,0
1,0
50.00,0
50.00,0
SR.,0
24",0
MARKSMAN,0
PIPE,0
WRENCH,0
2016,0
3,0
0.70,0
2.10,0
SR:,0
PVC,0
WIRE,0
TAPE,0
1PC,0
X,0
7YD,0
TOT,0
QTY:,0
9,0
106.10,0
(EXCLUDED,0
GST),0
SUB,0
TOTAL,0
(RM),0
:,0
106.10,0
DISCOUNT,0
(RM),0
:,0
0.00,0
TOTAL,0
GST,0
(RM),0
:,0
6.37,0
ROUNDING,0
(RM),0
:,0
-0.02,0
TOTAL,0
(RM),0
:,0
112.45,total
CASH,0
:,0
112.45,total
CHANGE,0
(RM),0
:,0
0.00,0
GST,0
SUMMARY,0
TAX,0
CODE,0
%,0
AMOUNT,0
GST,0
SR,0
6,0
106.10,0
6.37,0
TOTAL,0
:,0
106.10,0
6.37,0
GOODS,0
SOLD,0
ARE,0
NOT,0
RETURNABLE.,0
THANK,0
YOU.,0
1950,0
GERBANG,company
ALAF,company
RESTAURANTS,company
SDN,company
BHD,company
(65351-M),0
FORMERLY,0
KNOWN,0
AS,0
GOLDEN,0
ARCHES,0
RESTAURANTS,company
SDN,company
BHD,company
LICENSEE,0
OF,0
MCDONALD'S,0
LEVEL,address
6,address
 ,0
BANGUNAN,address
TH,address
 ,0
DAMANSARA,address
UPTOWN3,address
NO.3,address
 ,0
JALAN,address
SS21/39,address
47400,address
PETALING,address
JAYA,address
SELANGOR,address
(GST,0
ID,0
NO:,0
000504664064),0
MCDONALD'S,0
BHP,0
TAMAN,0
MELAWATI(#328),0
TEL,0
NO.,0
03-4162-2318,0
TAX,0
INVOICE,0
MFY,0
SIDE,0
1,0
INV#,0
003281900229170,0
ORD,0
#50,0
-REG,0
#19-,0
18/01/2018,date
10:27:03,0
QTY,0
ITEM,0
2,0
CHICMCMUFFIN,0
1,0
M,0
PORRIDGE,0
1,0
BM,0
2HOTCAKES,0
1,0
L,0
COKE,0
TAKEOUT,0
TOTAL,0
(INCL,0
GST),0
TOTAL,0
ROUNDED,0
CASH,0
TENDERED,0
CHANGE,0
TOTAL,0
INCLUDES,0
6%,0
GST,0
TOTAL,0
11.00,0
5.60,0
10.00,0
26.60,total
26.60,total
100.00,0
73.40,0
1.51,0
WE'D,0
LOVE,0
TO,0
HEAR,0
YOUR,0
FEEDBACK,0
SIT,0
WWW.MCDFEEDBACK.COM.MY,0
OR,0
DOWNLOAD,0
MY,0
MCD,0
FEEDBACK,0
FROM,0
GOOGLE,0
PLAY/APP,0
STORE,0
TO,0
SHARE,0
YOUR,0
EXPERIENCE,0
THANK,0
YOU,0
AND,0
PLEASE,0
COME,0
AGAIN.,0
CUSTOMER,0
SERVICE,0
HOTLINE,0
:,0
03-2726-5600,0
SAM,company
SAM,company
TRADING,company
CO,company
(742016-W),0
67,address
JLN,address
MEWAH,address
25/63,address
TMN,address
SRI,address
MUDA,address
 ,0
40400,address
SHAH,address
ALAM.,address
TEL/FAX,0
:,0
03-51213881,0
GST,0
NO:,0
001006288896,0
TAX,0
INVOICE,0
HE,0
EOG,0
UNICORN,0
TWIN,0
SUPER,0
GLUE,0
USG-99-,0
9557368063013,0
SS,0
EZL,0
A4,0
CYBER,0
MIX,0
COLOR,0
PAPER,0
100'S8,0
2,0
008,0
1,0
X,0
5.20,0
5.20,0
S,0
1,0
X,0
8.90,0
8.90,0
S,0
INV:R000721136,0
01,0
SWH,0
WC5,0
NO.,0
QTY:,0
:,0
SAM,company
SAM,company
2,0
NO.,0
ITEMS:,0
CAS,0
TIME,0
:,0
20:17,0
2,0
TAX,0
AMT,0
(S),0
6%,0
GST,0
6%,0
TAX,0
AMT,0
(Z),0
GST,0
0%,0
TAX,0
AMT,0
(E),0
6%,0
EXC,0
GST,0
6%,0
RM,0
13.30,0
RM,0
0.80,0
RM,0
0.00,0
RM,0
0.00,0
RM,0
0.00,0
RM,0
0.00,0
TOTAL,0
RM,0
14.10,total
CASH,0
RM,0
20.00,0
CHANGE,0
RM,0
5.90,0
THANK,0
YOU,0
FOR,0
SHOPPING,0
GOODS,0
SOLD,0
ARE,0
NOT,0
RETURNABLE.,0
FRIDAY,0
 ,0
29-12-2017,date
0%,0
AIK,company
HUAT,company
HARDWARE,company
ENTERPRISE,company
(SETIA,company
ALAM),company
SDN,company
BHD,company
822737-X,0
NO.,address
17-G,address
 ,0
JALAN,address
SETIA,address
INDAH,address
(X),address
U13/X,address
 ,0
SETIA,address
ALAM,address
 ,0
SEKSYEN,address
U13,address
 ,0
40170,address
SHAH,address
ALAM,address
 ,0
TEL:,0
012,0
-,0
6651783,0
FAX:,0
03,0
-,0
33623608,0
GST,0
NO:,0
000394528768,0
SIMPLIFIED,0
TAX,0
INVOICE,0
CASH,0
RECEIPT,0
#:,0
CSP0393921,0
DATE:,0
15/06/2017,date
BIG,0
STRETCH,0
FILM,0
???,0
SALESPERSON,0
:,0
AH002,0
TIME:,0
15:28:00,0
ITEM,0
QTY,0
U/P,0
(RM),0
AMOUNT,0
(RM),0
2000160000024,0
1,0
15.00,total
15.00,total
S,0
20",0
1.6KG,0
X,0
500MM,0
TAL,0
QUANTITY,0
1,0
SUB-TOTAL,0
(GST),0
15.00,total
DISC,0
0.00,0
ROUNDING,0
0.00,0
TOTAL,0
15.00,total
CASH,0
15.00,total
CHANGE,0
0.00,0
*GST,0
@,0
6%,0
INCLUDED,0
IN,0
TOTAL,0
GST,0
SUMMARY,0
CODE,0
AMOUNT,0
%,0
TAX/AMT,0
SR,0
14.15,0
6,0
0.85,0
TAX,0
TOTAL:,0
0.85,0
GOODS,0
SOLD,0
ARE,0
NOT,0
REFONDABLE,0
 ,0
THANK,0
YOU,0
FOR,0
CHOOSING,0
US.,0
PROVIDE,0
ORIGINAL,0
BILL,0
FOR,0
GOODS,0
EXCHANGE,0
WITHIN,0
1,0
WEEK,0
FROM,0
TRANSACTION,0
GOODS,0
MUST,0
BE,0
IN,0
ORIGINAL,0
STATE,0
TO,0
BE,0
ENTITLED,0
FOR,0
EXCHANGE.,0
HOME,company
MASTER,company
HARDWARE,company
&,address
ELECTRICAL,company
NO.113G,address
&,address
115G,address
 ,0
JALAN,address
SETIA,address
GEMBILANG,address
U13/BG,address
BANDAR,address
SETIA,address
ALAM,address
 ,0
40170,address
BANDAR,address
SETIA,address
ALAM,address
 ,0
SELANGOR.,address
COMPANY,0
REG,0
NO.,0
:SA03711551-P,0
GST,0
REG,0
NO.,0
:001637511168,0
TAX,0
INVOICE,0
INVOLCE,0
NO.:,0
DATE,0
:,0
22/12/2017,date
14:03,0
CASHLER,0
#,0
:,0
CASHIER,0
RM,0
CODE,0
24MMX7Y,0
M.ONE,0
TAPE,0
1.00,0
X,0
15.90,total
15.90,total
SR,0
SUBTOTAL,0
:,0
15.90,total
TOTAL,0
EXCL.,0
OF,0
GST,0
15.00,0
TOTAL,0
INCL.,0
OF,0
GST,0
15.90,total
TOTAL,0
AMT,0
ROUNDED,0
15.90,total
PAYMENT,0
:,0
50.00,0
CHANGE,0
DUE,0
:,0
34.10,0
TOTAL,0
ITEM(S),0
:,0
1,0
G,0
AMOUNT(RM),0
TAX(RM),0
SR,0
@,0
6%,0
15.00,0
0.90,0
THANK,0
YOU,0
ANY,0
GOODS,0
RETURN,0
PLEASE,0
DO,0
WITHIN,0
7,0
DAYS,0
WITH,0
ORIGINAL,0
RECEIPT,0
TQ^^,0
CS,0
67832,0
UMMARY,0
RESTORAN,company
HASSANBISTRO,company
NO.2-1-1,address
JALAN,address
SETIA,0
PRIMA,address
Q,address
U,address
13/Q,address
SETIA,0
ALAM,address
40170,address
SHAM,0
ALAM,address
SELANGOR,address
TAX,0
INVOICE,0
TERMINAL,0
:,0
C1,0
2017-12-28,0
22:17PM,0
THANK,0
YOU.COME,0
AGAIN,0
CASHIER,0
:,0
HASSAN,0
0.00,0
BILL,0
NO,0
:,0
C1-0170778,0
RM,0
DATE,0
:,0
12/28/2017,date
10:17:32,0
PM,0
CHANGE,0
TOKEN,0
:,0
CT1,0
15.00,total
TABLE,0
:,0
CT1,0
RM,0
PR,0
QTY,0
U.PRICE,0
GST,0
TOTAL,0
MAKANAN,0
1,0
15.00,total
0,0
15.00,total
ZR,0
TOTAL,0
ITEMS,0
=,0
1.00,0
TOTAL,0
QTY,0
=,0
1.00,0
SUB,0
TOTAL,0
RM,0
15.00,total
DISCOUNT,0
RM,0
0.00,0
TOTAL,0
EXCL,0
.6%,0
GST,0
RM,0
15.00,total
GST,0
6%,0
RM,0
0.00,0
TOTAL,0
INCL,0
.6%,0
GST,0
RM,0
15.00,total
ROUNDING,0
RM,0
0.00,0
CASH,0
T,0
ASIA,company
MART,company
(SA0264195-T),0
NO.23,address
BATU,address
10,address
 ,0
TAMAN,address
SENTOSA,address
 ,0
JALAN,address
KAPAR,address
 ,0
42200,address
KLANG,address
 ,0
SELANGOR.,address
GST,0
ID,0
:,0
001609584640,0
TAX,0
INVOICE,0
DOC,0
NO,0
:,0
CS02070163,0
DATE:,0
22/12/2017,date
CASHIER,0
:,0
EIRA,0
TIME:,0
00:06:00,0
SALESPERSON,0
:,0
EIRA,0
S,0
LIME,0
50G,0
REF.:,0
ITEM,0
QTY,0
S/PRICE,0
(GST),0
(GST),0
S/PRICE,0
AMOUNT,0
TAX,0
9556641320027,0
17,0
0.85,0
0.90,0
15.25,0
SR,0
DELICIA,0
CHOCOLATE,0
[50G],0
9556231110045,0
1,0
3.55,0
3.55,0
3.55,0
ZRL,0
GARDENIA,0
ORIGINAL,0
CLASSIC,0
JUMBO,0
[600G],0
9556127101331,0
1,0
1.41,0
1.50,0
1.50,0
SR,0
HU,0
8850199320722,0
1,0
1.42,0
1.51,0
1.51,0
SR,0
DOREMON,0
CATCAT,0
JOY,0
15G,0
8850199320722,0
1,0
1.42,0
1.51,0
1.51,0
SR,0
DOREMON,0
CATCAT,0
JOY,0
15G,0
8888002188511,0
1,0
2.30,0
2.44,0
2.44,0
SR,0
MINUTE,0
MAID,0
PULPY,0
[OREN],0
[350ML],0
8888002188511,0
1,0
2.30,0
2.44,0
2.44,0
SR,0
MINUTE,0
MAID,0
PULPY,0
[OREN],0
[350ML],0
9556145026,0
1,0
1.51,0
1.60,0
1.60,0
SR,0
TINGE,0
LEMON,0
DRINK,0
500ML,0
955657031213,0
2.74,0
2.90,0
2.90,0
SR,0
100,0
PLUS,0
[1.50],0
TOTAL,0
QTY:,0
25,0
32.69,0
TOTAL,0
SALES,0
(EXCLUDING,0
GST),0
:,0
31.03,0
DISCOUNT,0
:,0
0.00,0
TOTAL,0
GST,0
:,0
1.65,0
ROUNDING,0
:,0
0.02,0
TOTAL,0
SALES,0
(INCLUSIVE,0
OF,0
GST),0
:,0
32.70,total
CASH,0
:,0
40.00,0
CHANGE,0
:,0
7.30,0
GST,0
SUMMARY,0
TAX,0
CODE,0
%,0
AMT,0
(RM),0
TAX,0
(RM),0
SR,0
ZRL,0
6,0
0,0
27.48,0
3.55,0
1.65,0
0.00,0
1.65,0
TOTAL,0
:,0
31.03,0
GOODS,0
SOLD,0
ARE,0
NOT,0
RETURNABLE,0
 ,0
THANK,0
YOU.,0
HOME,company
MASTER,company
HARDWARE,company
&,address
ELECTRICAL,company
NO.113G,address
&,address
115G,address
 ,0
JALAN,address
SETIA,address
GEMBILANG,address
U13/BG,address
BANDAR,address
SETIA,address
ALAM,address
 ,0
40170,address
BANDAR,address
SETIA,address
ALAM,address
 ,0
SELANGOR.,address
COMPANY,0
REG,0
NO.:SA03711551-P,0
GST,0
REG,0
NO.:001637511168,0
TAX,0
INVOICE,0
INVOICE,0
NO.:,0
CS,0
67832,0
DATE,0
:,0
22/12/2017,date
14:03,0
CASHIER#:,0
CASHIER,0
RM,0
CODE,0
24MMX7Y,0
M.ONE,0
TAPE,0
1.00,0
X,0
15.90,total
15.90,total
SR,0
SUBTOTAL,0
:,0
15.90,total
TOTAL,0
EXCL.,0
OF,0
GST,0
15.00,0
TOTAL,0
INCL.,0
OF,0
GST,0
15.90,total
TOTAL,0
AMT,0
ROUNDED,0
15.90,total
PAYMENT,0
:,0
50.00,0
CHANGE,0
DUE,0
:,0
34.10,0
TOTAL,0
ITEM(S),0
:,0
1,0
G,0
UMMARY,0
AMOUNT(RM),0
TAX,0
(RM),0
SR,0
@,0
6%,0
15.00,0
0.90,0
LIGHTROOM,company
GALLERY,company
SDN,company
BHD,company
NO:,address
28,address
 ,0
JALAN,address
ASTANA,address
1C,address
 ,0
BANDAR,address
BUKIT,address
RAJA,address
 ,0
41050,address
KLANG,address
SELANGOR,address
D.E,address
 ,0
MALAYSIA,address
ROC,0
NO.,0
:,0
(1072825-A),0
GST,0
NO.,0
:,0
000584089600,0
TEL:03-3362,0
4395,0
FAX:03-3362,0
4395,0
TAX,0
INVOICE,0
STATION:,0
CASHIER,0
BILL,0
NO:,address
LCS03908,0
CAS,0
COVER,0
BILL,0
DATE,0
:,0
20/12/2017,date
BILL,0
START:,0
20/12/2017,date
07:10:35,0
PM,0
CODE,0
:,0
300-C0001,0
NAME,0
:,0
CASH,0
ADDRESS,0
GST,0
NO.,0
CH50514,0
SR,0
T5,0
JOINT,0
2PIN,0
2PCS,0
1,0
*,0
RM,0
0.17)=RM,0
2.83,0
UNI,0
(,0
2.83,0
YT51874,0
SR,0
YE30,0
BK,0
7W,0
WW,0
LED,0
TRACK,0
LIGHT,0
2,0
*,0
RM,0
66.04,0
SUB,0
TOTAL,0
RM,0
SERVICE,0
CHARGE,0
RM,0
GST/TAX,0
6%,0
RM,0
TO,0
RM,0
CA,0
RM,0
CHANGE:,0
RM,0
ITEM,0
COUNT:,0
2,0
QTY,0
COUNT,0
:,0
3.0,0
CLOSED,0
BILL:,0
20/12/2017,date
07:10:51,0
PM,0
THANK,0
YOU,0
 ,0
PLEASE,0
COME,0
AGAIN.,0
GOODS,0
SOLD,0
ARE,0
NOT,0
REFUNDABLE,0
 ,0
RETURNABLE,0
BANK,0
ACC,0
MBB,0
5128,0
4851,0
2118,0
BANK,0
ACC,0
MBB,0
5626,0
4732,0
1744,0
BANK,0
ACC,0
AMBANK,0
888,0
100,0
123,0
3706,0
GST,0
SUMMARY,0
AMOUNT,0
(RM),0
TAX,0
(RM),0
SR,0
@,0
6%,0
68.87,0
4.13,0
ZR/OS/EZ,0
0.00,0
0.00,0
R:,0
ANGELA,0
:,0
1,0
:,0
:,0
:,0
:,0
33.02,0
UNI,0
(,0
3.96)=RM,0
:,0
:,0
:,0
68.87,0
0.00,0
4.13,0
:,0
:,0
73.00,total
73.00,total
0.00,0
LIGHTROOM,company
GALLERY,company
SDN,company
BHD,company
NO:,address
28,address
 ,0
JALAN,address
ASTANA,address
1C,address
 ,0
BANDAR,address
BUKIT,address
RAJA,address
 ,0
41050,address
KLANG,address
SELANGOR,address
D.,0
E,0
 ,0
MALAYSIA,address
ROC,0
NO.,0
:,0
(1072825-A),0
GST,0
NO.,0
:,0
000584089600,0
TEL:03-3362,0
4395,0
FAX:03-3362,0
4395,0
CREDIT,0
NOTE,0
STATION:,0
CASHIER,0
C/N,0
NO:,address
LCN00211,0
CASHIER:,0
ANGELA,0
COVER,0
:,0
1,0
