text,intent
MINI ,company
MARKET ,company
NO ,address
43-45-47G ,address
TAMAN ,address
SEJATI ,address
IJOK ,address
45600 ,address
BESTARI ,address
JAYA ,address
KUALA ,address
SELANGOR. ,address
25/01/2018 ,date
9.00 ,total
9.00 ,total
FUYI ,company
MINI ,company
MARKET ,company
9.00 ,total
TEO ,company
HENG ,company
STATIONERY ,company
& ,company
BOOKS ,company
JALAN ,address
BESAR ,address
45600 ,address
BATANG ,address
BERJUNTAI ,address
SELANGOR ,address
DARUL ,address
EHSAN ,address
17/01/2018 ,date
27.55 ,total
27.55 ,total
& ,company
TEO ,company
HENG ,company
STATIONERY ,company
& ,company
BOOKS ,company
JALAN ,address
BESAR ,address
45600 ,address
BATANG ,address
SELANGOR ,address
DARUL ,address
EHSAN ,address
55.10 ,total
55.10 ,total
& ,company
15/01/2018 ,date
TEO ,company
HENG ,company
STATIONERY ,company
& ,company
BOOKS ,company
JALAN ,address
BESAR ,address
45600 ,address
BATANG ,address
BERJUNTAI ,address
SELANGOR ,address
DARUL ,address
EHSAN ,address
23/01/2018 ,date
18.00 ,total
18.00 ,total
& ,company
HENG ,company
STATIONERY ,company
& ,company
BOOKS ,company
NO. ,address
53 ,address
JALAN ,address
BESAR ,address
45600 ,address
BATANG ,address
BERJUNTAI ,address
SELANGOR ,address
DARUL ,address
EHSAN ,address
NO. ,address
NO. ,address
12/02/2018 ,date
153.35 ,total
153.35 ,total
& ,company
MR. ,company
D.I.Y. ,company
(M) ,company
SDN ,company
BHD ,company
LOT ,address
1851-A ,address
& ,address
1851-B ,address
JALAN ,address
KPB ,address
6 ,address
KAWASAN ,address
PERINDUSTRIAN ,address
BALAKONG ,address
43300 ,address
SERI ,address
KEMBANGAN ,address
SELANGOR ,address
37.10 ,total
14-03-18 ,date
99 ,company
SPEED ,company
MART ,company
S/B ,company
LOT ,address
P.T. ,address
2811 ,address
JALAN ,address
ANGSA ,address
TAMAN ,address
BERKELEY ,address
41150 ,address
KLANG ,address
SELANGOR ,address
1076-IJOK ,address
24-01-18 ,date
2.50 ,total
2.50 ,total
C ,company
W ,company
KHOO ,company
HARDWARE ,company
SDN ,company
BHD ,company
NO.50 ,address
JALAN ,address
PBS ,address
14/11 ,address
KAWASAN ,address
PERINDUSTRIAN ,address
BUKIT ,address
SERDANG ,address
01-03-18 ,date
KHOO ,company
01-03-18 ,date
21.20 ,total
21.20 ,total
21.20 ,total
UNIHAKKA ,company
INTERNATIONAL ,company
SDN ,company
BHD ,company
05 ,date
MAR ,date
2018 ,date
12 ,address
JALAN ,address
TAMPOI ,address
7/4 ,address
KAWASAN ,address
PERINDUSTRIAN ,address
TAMPOI ,address
81200 ,address
JOHOR ,address
BAHRU ,address
JOHOR ,address
$8.20 ,total
$8.20 ,total
$8.20 ,total
AEON ,address
CO. ,company
(M) ,company
BHD ,company
3RD ,address
FLR ,address
AEON ,address
TAMAN ,address
MALURI ,address
JLN ,address
JEJAKA ,address
TAMAN ,address
MALURI ,address
CHERAS ,address
55100 ,address
KUALA ,address
LUMPUR ,address
75.00 ,total
75.00 ,total
75.00 ,total
06/03/2018 ,date
AEON ,address
UNIHAKKA ,company
INTERNATIONAL ,company
SDN ,company
BHD ,company
03 ,date
MAR ,date
2018 ,date
12 ,address
JALAN ,address
TAMPOI ,address
7/4 ,address
KAWASAN ,address
PERINDUSTRIAN ,address
TAMPOI ,address
81200 ,address
JOHOR ,address
BAHRU ,address
JOHOR ,address
$8.20 ,total
$8.20 ,total
$8.20 ,total
UNIHAKKA ,company
INTERNATIONAL ,company
SDN ,company
BHD ,company
10 ,date
MAR ,date
2018 ,date
12 ,address
JALAN ,address
TAMPOI ,address
7/4 ,address
KAWASAN ,address
PERINDUSTRIAN ,address
TAMPOI ,address
81200 ,address
JOHOR ,address
BAHRU ,address
JOHOR ,address
PERNIAGAAN ,company
ZHENG ,company
HUI ,company
NO.59 ,address
JALAN ,address
PERMAS ,address
9/5 ,address
BANDAR ,address
BARU ,address
PERMAS ,address
JAYA ,address
81750 ,address
JOHOR ,address
BAHRU ,address
09/03/2018 ,date
332.30 ,total
332.30 ,total
UNIHAKKA ,company
INTERNATIONAL ,company
SDN ,company
BHD ,company
12 ,address
MAR ,date
2018 ,date
12 ,address
JALAN ,address
TAMPOI ,address
7/4 ,address
KAWASAN ,address
PERINDUSTRIAN ,address
TAMPOI ,address
81200 ,address
JOHOR ,address
BAHRU ,address
JOHOR ,address
$8.20 ,total
$8.20 ,total
$8.20 ,total
UNIHAKKA ,company
INTERNATIONAL ,company
SDN ,company
BHD ,company
14 ,date
MAR ,date
2018 ,date
12 ,address
JALAN ,address
TAMPOI ,address
7/4 ,address
KAWASAN ,address
PERINDUSTRIAN ,address
TAMPOI ,address
81200 ,address
JOHOR ,address
BAHRU ,address
JOHOR ,address
$8.20 ,total
$8.20 ,total
$8.20 ,total
WARAKUYA ,company
PERMAS ,address
CITY ,company
SDN ,company
BHD ,company
JALAN ,address
PERMAS ,address
UTARA ,address
PERMAS ,address
JAYA ,address
81750 ,address
MASAI ,address
JOHOR ,address
10/03/2018 ,date
1 ,address
57.80 ,total
57.80 ,total
YHM ,company
AEON ,address
TEBRAU ,address
CITY ,address
S117 ,address
SECOND ,address
FLOOR ,address
AEON ,address
TEBRAU ,address
CITY ,address
1 ,address
JALAN ,address
DESA ,address
TEBRAU ,address
TAMAN ,address
DESA ,address
TEBRAU ,address
81100 ,address
JOHOR ,address
BAHRU ,address
JOHOR. ,address
11/03/2018 ,date
1 ,address
1 ,address
1 ,address
1 ,address
13.10 ,total
13.10 ,total
13.10 ,total
1 ,address
BY ,company
CASTLE ,company
BLUE ,company
S/B ,company
AVTIVO ,address
PLAZA ,address
LOT ,address
B-F-11 ,address
BLOCK ,address
B ,address
NO1.JALAN ,address
PJU ,address
9/1 ,address
D'SARA ,address
AVEVUE ,address
BANDAR ,address
SRI ,address
D'SARA ,address
52000 ,address
30/03/2018 ,date
30/03/2018 ,date
189.75 ,total
30/03/2018 ,date
THREE ,company
STOOGES ,company
109 ,address
SS21/1A ,address
DAMANSARA ,address
UTAMA ,address
12/03/2018 ,date
12/03/2018 ,date
343.95 ,total
THREE ,company
STOOGES ,company
109 ,address
SS21/1A ,address
DAMANSARA ,address
UTAMA ,address
03/03/2018 ,date
03/03/2018 ,date
174.90 ,total
TASTE ,company
OF ,company
THE ,company
WORLD ,company
SDN ,company
BHD ,company
LOT ,address
38 ,address
39 ,address
101 ,address
BOULEVARD ,address
JALAN ,address
KENARI ,address
5 ,address
BANDAR ,address
PUCHONG ,address
JAYA ,address
47170 ,address
PUCHONG ,address
SELANGOR ,address
5/3/2018 ,date
64.15 ,total
32 ,company
PUB ,company
& ,company
BISTRO ,company
OWN ,company
BY ,company
CNU ,company
TRADING ,company
78G ,address
JALAN ,address
SS21/62 ,address
DAMANSARA ,address
UTAMA ,address
47400 ,address
PETALING ,address
JAYA. ,address
10-03-2018 ,date
190.00 ,total
190.00 ,total
190.00 ,total
32 ,company
UNIHAKKA ,company
INTERNATIONAL ,company
SDN ,company
BHD ,company
18 ,date
MAR ,date
2018 ,date
12 ,address
JALAN ,address
TAMPOI ,address
7/4 ,address
KAWASAN ,address
TAMPOI ,address
81200 ,address
JOHOR ,address
BAHRU ,address
JOHOR ,address
$8.60 ,total
$8.60 ,total
$8.60 ,total
UNIHAKKA ,company
INTERNATIONAL ,company
SDN ,company
BHD ,company
27 ,date
MAR ,date
2018 ,date
12 ,address
JALAN ,address
TAMPOI ,address
7/4 ,address
KAWASAN ,address
81200 ,address
JOHOR ,address
BAHRU ,address
JOHOR ,address
$6.90 ,total
PASAR ,company
MINI ,company
JIN ,company
SENG ,company
379 ,address
JALAN ,address
PERMAS ,address
SATU ,address
BARU ,address
PERMAS ,address
JAYA ,address
81750 ,address
PLENTONG ,address
JOHOR. ,address
18/03/18 ,date
28.60 ,total
28.60 ,total
18/03/18 ,date
RESTAURANT ,company
SIN ,company
DU ,company
K3-113 ,address
JL ,address
IBRAHIM ,address
SULTAN ,address
80300 ,address
JOHOR ,address
BAHRU ,address
JOHOR ,address
09/03/2018 ,date
170.00 ,total
YONG ,company
TAT ,company
HARDWARE ,company
TRADING ,company
JALAN ,address
PERJIRANAN ,address
10 ,address
TAMAN ,address
AIR ,address
BIRU ,address
81700 ,address
PASIR ,address
GUDANG ,address
JOHOR. ,address
13/03/2018 ,date
100.90 ,total
PERNIAGAAN ,company
ZHENG ,company
HUI ,company
NO.59 ,address
JALAN ,address
PERMAS ,address
9/5 ,address
BANDAR ,address
BARU ,address
PERMAS ,address
JAYA ,address
JOHOR ,address
BAHRU ,address
15/03/2018 ,date
8.00 ,total
8.00 ,total
KITCHENETTE ,company
SDN ,company
BHD ,company
LOT ,address
50 ,address
FLOOR ,address
T2 ,address
SKY ,address
AVENUE ,address
GENTING ,address
HIGHLANDS ,address
PAHANG ,address
69000 ,address
PAHANG ,address
2018-03-23 ,date
GENTING ,address
593.10 ,total
593.10 ,total
UNIHAKKA ,company
INTERNATIONAL ,company
SDN ,company
BHD ,company
22 ,date
MAR ,date
2018 ,date
12 ,address
JALAN ,address
TAMPOI ,address
7/4 ,address
KAWASAN ,address
PERINDUSTRIAN ,address
TAMPOI ,address
81200 ,address
JOHOR ,address
BAHRU ,address
JOHOR ,address
$7.60 ,total
$7.60 ,total
$7.60 ,total
PAGOH ,address
REST ,company
AND ,company
SERVICE ,company
AREA ,company
LOT ,address
R1 ,address
KWS ,address
REHAT ,address
& ,address
RAWAT ,address
PAGOH ,address
ARAH ,address
UTARA ,address
SIMPANG ,address
AMPAT ,address
PAGOH ,address
LEBUHRAYA ,address
UTARA ,address
84600 ,address
PAGOH ,address
JOHOR ,address
10.00 ,total
10.00 ,total
10.00 ,total
10.00 ,total
10.00 ,total
10.00 ,total
23/03/2018 ,date
UNIHAKKA ,company
INTERNATIONAL ,company
SDN ,company
BHD ,company
24 ,date
MAR ,date
2018 ,date
12 ,address
JALAN ,address
TAMPOI ,address
7/4 ,address
KAWASAN ,address
PERINDUSTRIAN ,address
81200 ,address
JOHOR ,address
BAHRU ,address
JOHOR ,address
$9.20 ,total
$9.20 ,total
$9.20 ,total
CARREFOUR ,company
RESTAURANT ,company
18 ,address
JALAN ,address
PERMAS ,address
10/7 ,address
BANDAR ,address
BARU ,address
PERMAS ,address
JAYA ,address
MASAI ,address
JOHOR ,address
20/03/2018 ,date
13.80 ,total
13.80 ,total
UNIHAKKA ,company
INTERNATIONAL ,company
SDN ,company
BHD ,company
19 ,date
MAR ,date
2018 ,date
12 ,address
JALAN ,address
TAMPOI ,address
7/4 ,address
KAWASAN ,address
PERINDUSTRIAN ,address
TAMPOI ,address
81200 ,address
JOHOR ,address
BAHRU ,address
JOHOR ,address
$8.20 ,total
$8.20 ,total
$8.20 ,total
UNIHAKKA ,company
INTERNATIONAL ,company
SDN ,company
BHD ,company
21 ,date
MAR ,date
2018 ,date
12 ,address
JALAN ,address
TAMPOI ,address
7/4 ,address
KAWASAN ,address
PERINDUSTRIAN ,address
TAMPOI ,address
81200 ,address
JOHOR ,address
BAHRU ,address
JOHOR ,address
$8.70 ,total
$8.70 ,total
$8.70 ,total
UNIHAKKA ,company
INTERNATIONAL ,company
SDN ,company
BHD ,company
29 ,date
MAR ,date
2018 ,date
12 ,address
JALAN ,address
TAMPOI ,address
7/4 ,address
KAWASAN ,address
PERINDUSTRIAN ,address
TAMPOI ,address
81200 ,address
JOHOR ,address
BAHRU ,address
JOHOR ,address
$7.10 ,total
$7.10 ,total
$7.10 ,total
$7.10 ,total
$7.10 ,total
UNIHAKKA ,company
INTERNATIONAL ,company
SDN ,company
BHD ,company
30 ,date
MAR ,date
2018 ,date
12 ,address
JALAN ,address
TAMPOI ,address
7/4 ,address
KAWASAN ,address
PERINDUSTRIAN ,address
TAMPOI ,address
81200 ,address
JOHOR ,address
BAHRU ,address
JOHOR ,address
$8.20 ,total
$8.20 ,total
$8.20 ,total
TRIPLE ,company
SIX ,company
POINT ,company
ENTERPRISE ,company
666 ,company
NO ,address
16 ,address
JALAN ,address
PERMAS ,address
4/3 ,address
BANDAR ,address
BARU ,address
PERMAS ,address
JAY ,address
25-03-2018 ,date
7.60 ,total
7.60 ,total
INDEPENDENT ,company
GROCER ,company
BENS ,company
INDEPENDENT ,company
GROCER ,company
SDN. ,company
BHD ,company
LOT ,address
6 ,address
JALAN ,address
BATAI ,address
PLAZA ,address
BATAI ,address
DAMANSARA ,address
HEIGHTS ,address
50490 ,address
KUALA ,address
LUMPUR ,address
12/03/18 ,date
77.20 ,total
77.20 ,total
NANDO'S ,company
NANDO'S ,company
CHICKENLAND ,company
MALAYSIA ,company
SDN ,company
BHD ,company
NANDO'S ,company
MONT ,address
KIARA ,address
UNIT ,address
G-13 ,address
GROUND ,address
FLOOR ,address
NO.1 ,address
JLN ,address
KIARA ,address
MONT ,address
KIARA ,address
50480 ,address
KUALA ,address
LUMPUR ,address
28 ,date
MAR ,date
18 ,date
129.30 ,total
129.30 ,total
99 ,company
SPEED ,company
MART ,company
S/B ,company
LOT ,address
P.T. ,address
2811 ,address
JALAN ,address
ANGSA ,address
TAMAN ,address
BERKELEY ,address
41150 ,address
KLANG ,address
SELANGOR ,address
1245-DESA ,address
SRI ,address
HARTAMAS ,address
19-03-18 ,date
11.40 ,total
11.40 ,total
PETRODELI ,company
ENTERPRISE ,company
LOT ,address
485 ,address
TMN ,address
LEMBAH ,address
KERAMAT ,address
JLN ,address
ULU ,address
KELANG ,address
54200 ,address
KUALA ,address
LUMPUR ,address
85.54 ,total
85.54 ,total
85.54 ,total
85.54 ,total
26/02/18 ,date
SUN ,company
WONG ,company
KUT ,company
SDN ,company
BHD ,company
176 ,address
JLN ,address
SUNGEI ,address
BESI ,address
57100 ,address
KUALA ,address
LUMPUR. ,address
88.17 ,total
88.17 ,total
88.17 ,total
88.17 ,total
21/02/18 ,date
RESTAURANT ,company
JIAWEI ,company
JIAWEI ,company
HOUSE ,company
13 ,address
JLN ,address
TASIK ,address
UTAMA ,address
8 ,address
MEDAN ,address
NIAGA ,address
DAMAI ,address
SG ,address
BESI ,address
57000 ,address
KL ,address
65.20 ,total
9/3/2018 ,date
65.20 ,total
65.20 ,total
PASARAYA ,company
BORONG ,company
PINTAR ,company
SDN ,company
BHD ,company
NO ,address
19-G& ,address
19-1& ,address
19-2 ,address
JALAN ,address
TASIK ,address
UTAMA ,address
4 ,address
MEDAN ,address
NIAGA ,address
TASIK ,address
DAMAI ,address
14/03/2018 ,date
8.20 ,total
8.20 ,total
8.20 ,total
PASARAYA ,company
BORONG ,company
PINTAR ,company
SDN ,company
BHD ,company
LIAN ,company
CHI ,company
PU ,company
TIAN ,company
VEGETARIAN ,company
RESTAURANT ,company
SDN ,company
BHD ,company
54 ,address
JALAN ,address
TAMAN ,address
SEA ,address
47400 ,address
PETALING ,address
JAYA ,address
SELANGOR ,address
06/01/18 ,date
53.55 ,total
PASARAYA ,company
BORONG ,company
PINTAR ,company
SDN ,company
BHD ,company
NO ,address
19-G& ,address
19-1& ,address
19-2 ,address
JALAN ,address
TASIK ,address
UTAMA ,address
4 ,address
MEDAN ,address
NIAGA ,address
TASIK ,address
DAMAI ,address
4 ,address
3.20 ,total
3.20 ,total
3.20 ,total
3.20 ,total
3.20 ,total
3.20 ,total
PASARAYA ,company
BORONG ,company
PINTAR ,company
SDN ,company
BHD ,company
99 ,company
SPEED ,company
MART ,company
S/B ,company
LOT ,address
P.T. ,address
2811 ,address
JALAN ,address
ANGSA ,address
TAMAN ,address
BERKELEY ,address
41150 ,address
KLANG ,address
SELANGOR ,address
1249-TMN ,address
PANDAN ,address
CAHAYA ,address
20-02-18 ,date
9.90 ,total
9.90 ,total
99 ,company
SPEED ,company
MART ,company
S/B ,company
LOT ,address
P.T. ,address
2811 ,address
JALAN ,address
ANGSA ,address
TAMAN ,address
BERKELEY ,address
41150 ,address
KLANG ,address
SELANGOR ,address
1317 ,address
TRILLIUM ,address
S6 ,address
BESI ,address
05-02-18 ,date
141.50 ,total
141.50 ,total
AEON ,address
CO. ,company
(M) ,company
BHD ,company
3RD ,address
FLR ,address
AEON ,address
TAMAN ,address
MALURI ,address
SC ,address
JLN ,address
JEJAKA ,address
TAMAN ,address
MALURI ,address
CHERAS ,address
55100 ,address
KUALA ,address
LUMPUR ,address
17.70 ,total
17.70 ,total
17.70 ,total
19/02/2018 ,date
POPULAR ,company
BOOK ,company
CO. ,company
(M) ,company
SDN ,company
BHD ,company
NO ,address
8 ,address
JALAN ,address
7/118B ,address
DESA ,address
TUN ,address
RAZAK ,address
56000 ,address
KUALA ,address
LUMPUR ,address
MALAYSIA ,address
01/03/18 ,date
49.40 ,total
POPULAR ,company
LIAN ,company
HING ,company
STATIONERY ,company
SDN ,company
BHD ,company
NO.32 ,address
& ,address
33 ,address
JALAN ,address
SR ,address
SEKSYEN ,address
TAMAN ,address
SERDANG ,address
RAYA ,address
43300 ,address
SERI ,address
KEMBANGAN ,address
SELANGOR ,address
DARUL ,address
EHSAN ,address
27/03/2018 ,date
SR ,address
SR ,address
79.50 ,total
79.50 ,total
SR ,address
GL ,company
HANDICRAFT ,company
& ,company
TAIL ,company
ORING ,company
19 ,address
JALAN ,address
KANCIL ,address
OFF ,address
55100 ,address
KUALA ,address
LUMPUR ,address
MALAYSIA ,address
20/03/2018 ,date
102.00 ,total
102.00 ,total
102.00 ,total
102.00 ,total
102.00 ,total
LIAN ,company
HING ,company
STATIONERY ,company
SDN ,company
BHD ,company
NO.32 ,address
& ,address
33 ,address
JALAN ,address
SR ,address
1/9 ,address
SEKSYEN ,address
9 ,address
TAMAN ,address
SERDANG ,address
43300 ,address
SERI ,address
KEMBANGAN ,address
SELANGOR ,address
DARUL ,address
EHSAN ,address
30/03/2018 ,date
SR ,address
SR ,address
159.00 ,total
159.00 ,total
SR ,address
LIAN ,company
HING ,company
STATIONERY ,company
SDN ,company
BHD ,company
NO.32 ,address
& ,address
33 ,address
JALAN ,address
SR ,address
1/9 ,address
SEKSYEN ,address
9 ,address
TAMAN ,address
SERDANG ,address
RAYA ,address
43300 ,address
SERI ,address
KEMBANGAN ,address
SELANGOR ,address
DARUL ,address
EHSAN ,address
27/03/2018 ,date
SR ,address
12.00 ,total
12.00 ,total
12.00 ,total
SR ,address
BANH ,company
MI ,company
CAFE ,company
BANH ,company
MI ,company
CAFE ,company
SDN ,company
BHD ,company
1 ,address
JALAN ,address
PUTERI ,address
7/10 ,address
BANDAR ,address
PUTERI ,address
47100 ,address
PUCHONG ,address
SELANGOR ,address
MALAYSIA ,address
NO ,address
1 ,address
1 ,address
1 ,address
23.25 ,total
29-10-2017 ,date
29-10-2017 ,date
THAI ,company
DELICIOUS ,company
RESTAURANT ,company
NO.22 ,address
JALAN ,address
PUTERI ,address
2/4 ,address
BANDAR ,address
PUTERI ,address
47100 ,address
PUCHONG ,address
SELANGOR ,address
02/02/2017 ,date
THAI ,company
THAI ,company
92.80 ,total
92.80 ,total
MR.D.I.Y(M)SDN ,company
BHD ,company
LOT ,address
1851-A ,address
& ,address
1851-B ,address
JALAN ,address
KPB ,address
6 ,address
KAWASAN ,address
PERINDUSTRIAN ,address
BALAKONG ,address
43300 ,address
SERI ,address
KEMBANGAN ,address
SELANGOR ,address
6 ,address
15.90 ,total
19-09-17 ,date
HON ,company
HWA ,company
HARDWARE ,company
TRADING ,company
NO ,address
37 ,address
JALAN ,address
MANIS ,address
7 ,address
TAMAN ,address
SEGAR ,address
56100 ,address
CHERAS ,address
KUALA ,address
LUMPUR. ,address
21/09/2017 ,date
10.40 ,total
10.40 ,total
10.40 ,total
10.40 ,total
10.40 ,total
MR. ,company
D.I.Y. ,company
SDN ,company
BHD ,company
LOT ,address
1851-A ,address
& ,address
1851-B ,address
JALAN ,address
KPB ,address
6 ,address
KAWASAN ,address
PERINDUSTRIAN ,address
BALAKONG ,address
43300 ,address
SERI ,address
KEMBANGAN ,address
SELANGOR ,address
3.90 ,total
3.90 ,total
RM ,total
3.90 ,total
RM ,total
RM ,total
24-11-17 ,date
HON ,company
HWA ,company
HARDWARE ,company
TRADING ,company
NO ,address
37 ,address
